profile_id,building_id,owner_type,num_properties_owned,annual_rental_income_eur,existing_mortgage_eur,credit_rating,max_loan_capacity_eur,cash_reserves_eur,age_of_owner,avg_tenant_income_eur,avg_rent_eur_m2,rent_control_applies,max_rent_increase_pct,tenant_hardship_risk,vacancy_rate_pct,risk_tolerance
FIN-04009,BLD-04009,Municipal,38,105360.0,0.0,Excellent,317150.77,127404.72,0,31972.0,8.74,TRUE,8.0,Medium,1.0,High
FIN-04010,BLD-04010,Individual,5,438541.98,180915.46,Fair,788255.77,164374.21,78,43470.0,13.52,FALSE,0.0,High,8.4,High
FIN-04011,BLD-04011,Housing cooperative,1,0.0,256092.57,Good,515662.16,36697.46,0,37195.0,10.35,FALSE,0.0,Low,1.4,Medium
FIN-04012,BLD-04012,Municipal,71,24556.8,0.0,Excellent,127823.23,5986.44,0,29371.0,8.44,TRUE,8.0,High,4.7,Low
FIN-04013,BLD-04013,Individual,4,200038.36,568304.48,Fair,488228.8,163046.79,45,32630.0,14.9,FALSE,0.0,Medium,9.8,Medium
FIN-04014,BLD-04014,Individual,1,355179.66,261215.8,Good,283466.41,27049.96,56,37847.0,10.72,TRUE,8.0,High,8.4,Low
FIN-04015,BLD-04015,Municipal,57,114460.8,0.0,Excellent,610749.39,165797.4,0,34355.0,9.46,TRUE,8.0,High,3.9,Medium
FIN-04016,BLD-04016,Housing cooperative,1,0.0,317001.98,Good,341417.64,153953.03,0,45444.0,7.22,FALSE,0.0,Medium,1.1,High
FIN-04017,BLD-04017,Municipal,35,168307.2,0.0,Excellent,710804.55,127628.06,0,31891.0,9.27,TRUE,8.0,High,3.2,Low
FIN-04018,BLD-04018,Housing cooperative,1,0.0,251669.49,Excellent,345514.1,127317.52,0,44627.0,8.92,FALSE,0.0,Medium,1.4,High
FIN-04019,BLD-04019,Condominium,1,0.0,43998.62,Excellent,184640.54,58693.41,0,47038.0,19.68,TRUE,8.0,Medium,0.0,Medium
FIN-04020,BLD-04020,Corporate landlord,13,329530.99,477854.53,Excellent,665786.89,96370.03,0,49938.0,21.67,TRUE,8.0,Medium,2.2,High
FIN-04021,BLD-04021,Individual,4,167943.0,589178.77,Fair,596536.19,11117.76,68,61248.0,15.48,TRUE,8.0,Medium,3.0,High
FIN-04022,BLD-04022,Municipal,27,281923.2,0.0,Excellent,676120.99,120126.88,0,41701.0,7.47,TRUE,8.0,High,3.3,High
FIN-04023,BLD-04023,Housing cooperative,1,0.0,359940.03,Excellent,336472.32,62914.78,0,35091.0,8.96,FALSE,0.0,Low,2.8,High
FIN-04024,BLD-04024,Condominium,1,0.0,40409.88,Good,524897.83,107126.7,0,63418.0,16.44,TRUE,8.0,Medium,0.0,High
FIN-04025,BLD-04025,Corporate landlord,28,194390.15,704484.17,Very Good,793024.8,157363.36,0,70664.0,18.2,TRUE,8.0,Low,1.8,Low
FIN-04026,BLD-04026,Housing cooperative,1,0.0,235546.69,Very Good,548121.22,35600.1,0,48551.0,9.23,FALSE,0.0,Low,1.8,Low
FIN-04027,BLD-04027,Individual,5,314885.83,599893.35,Fair,198717.92,101274.53,48,40920.0,16.67,TRUE,8.0,Medium,3.6,High
FIN-04028,BLD-04028,Municipal,10,134649.6,0.0,Excellent,791309.49,90652.67,0,41781.0,8.93,TRUE,8.0,High,3.2,Low
FIN-04029,BLD-04029,Municipal,57,37392.0,0.0,Excellent,454210.41,44635.4,0,43450.0,9.49,TRUE,8.0,Medium,2.7,Low
FIN-04030,BLD-04030,Municipal,39,66460.8,0.0,Excellent,688116.25,127599.11,0,35305.0,8.64,TRUE,8.0,High,2.0,Low
FIN-04031,BLD-04031,Municipal,20,22492.8,0.0,Excellent,785309.99,177314.29,0,32891.0,7.73,TRUE,8.0,High,2.5,High
FIN-04032,BLD-04032,Corporate landlord,48,603809.21,1490144.44,Good,221490.81,95430.12,0,70532.0,16.9,TRUE,8.0,Low,5.2,High
FIN-04033,BLD-04033,Housing cooperative,1,0.0,258966.71,Excellent,350409.93,128736.98,0,49184.0,7.35,FALSE,0.0,Low,0.8,Medium
FIN-04034,BLD-04034,Housing cooperative,1,0.0,288816.7,Very Good,485147.25,100815.43,0,40882.0,10.68,FALSE,0.0,Medium,2.2,High
FIN-04035,BLD-04035,Housing cooperative,1,0.0,341084.6,Excellent,482470.55,67042.4,0,33344.0,10.99,FALSE,0.0,Low,0.1,High
FIN-04036,BLD-04036,Individual,1,36599.05,94671.83,Fair,791882.26,144696.12,54,41721.0,15.28,FALSE,0.0,Medium,2.0,High
FIN-04037,BLD-04037,Individual,2,100796.94,476856.29,Very Good,740666.39,164677.72,72,58265.0,10.73,TRUE,8.0,Medium,8.3,Medium
FIN-04038,BLD-04038,Corporate landlord,24,239197.24,880776.39,Good,139944.62,82576.57,0,50360.0,17.74,TRUE,8.0,Low,3.0,Medium
FIN-04039,BLD-04039,Municipal,52,62620.8,0.0,Excellent,430261.5,5411.75,0,43867.0,9.71,TRUE,8.0,Medium,4.4,Medium
FIN-04040,BLD-04040,Housing cooperative,1,0.0,153430.32,Good,758333.02,73531.13,0,43366.0,7.33,FALSE,0.0,Medium,0.4,High
FIN-04041,BLD-04041,Housing cooperative,1,0.0,267050.95,Very Good,795447.99,89816.14,0,32303.0,7.41,FALSE,0.0,Low,2.0,High
FIN-04042,BLD-04042,Municipal,30,27619.2,0.0,Excellent,674407.86,24424.49,0,42225.0,7.68,TRUE,8.0,High,2.8,High
FIN-04043,BLD-04043,Condominium,1,0.0,87052.71,Excellent,375242.88,48214.62,0,55857.0,14.23,TRUE,8.0,Medium,0.0,Medium
FIN-04044,BLD-04044,Condominium,1,0.0,69175.46,Excellent,268621.88,64645.36,0,87684.0,13.01,TRUE,8.0,Medium,0.0,Low
FIN-04045,BLD-04045,Municipal,22,23145.6,0.0,Excellent,730008.62,81663.1,0,41892.0,7.8,TRUE,8.0,High,1.6,Low
FIN-04046,BLD-04046,Housing cooperative,1,0.0,233798.15,Very Good,331967.21,130588.78,0,36515.0,9.53,FALSE,0.0,Medium,1.6,Low
FIN-04047,BLD-04047,Condominium,1,0.0,4685.9,Very Good,313765.19,158645.94,0,79144.0,12.28,TRUE,8.0,Low,0.0,Medium
FIN-04048,BLD-04048,Corporate landlord,23,381465.1,1364679.48,Excellent,73211.6,101565.23,0,68807.0,18.23,TRUE,8.0,Low,5.2,Medium
FIN-04049,BLD-04049,Housing cooperative,1,0.0,344717.89,Very Good,292472.86,157629.31,0,40032.0,7.27,FALSE,0.0,Low,1.3,High
FIN-04050,BLD-04050,Individual,2,104899.5,379452.24,Fair,328389.53,117182.45,69,48775.0,11.65,FALSE,0.0,High,8.3,High
FIN-04051,BLD-04051,Condominium,1,0.0,82734.45,Very Good,545182.59,58911.05,0,49398.0,17.99,TRUE,8.0,Low,0.0,High
FIN-04052,BLD-04052,Corporate landlord,12,345962.06,1459192.94,Excellent,728303.59,187453.56,0,46198.0,20.54,FALSE,0.0,Medium,1.5,Low
FIN-04053,BLD-04053,Housing cooperative,1,0.0,246532.23,Good,95606.08,131640.88,0,46200.0,7.99,FALSE,0.0,Medium,1.5,Medium
FIN-04054,BLD-04054,Municipal,41,75888.0,0.0,Excellent,77971.26,58830.61,0,38660.0,9.12,TRUE,8.0,High,3.9,Medium
FIN-04055,BLD-04055,Corporate landlord,42,641565.81,786427.25,Excellent,774400.0,60545.28,0,65268.0,21.31,TRUE,8.0,Low,0.6,Medium
FIN-04056,BLD-04056,Housing cooperative,1,0.0,122226.67,Very Good,183149.55,22696.69,0,31705.0,8.97,FALSE,0.0,Medium,1.6,Medium
FIN-04057,BLD-04057,Corporate landlord,29,93854.66,750039.81,Excellent,332558.67,142793.09,0,40737.0,14.32,TRUE,8.0,Medium,0.0,High
FIN-04058,BLD-04058,Individual,2,98933.21,415352.95,Good,384979.46,142377.52,41,30766.0,15.32,TRUE,8.0,Low,5.9,High
FIN-04059,BLD-04059,Corporate landlord,26,97393.17,654336.33,Good,441764.68,146687.51,0,59901.0,20.43,TRUE,8.0,Medium,5.9,High
FIN-04060,BLD-04060,Municipal,12,112204.8,0.0,Excellent,734162.38,116279.38,0,38617.0,7.43,TRUE,8.0,Medium,3.6,High
FIN-04061,BLD-04061,Housing cooperative,1,0.0,380741.24,Very Good,261621.69,151466.59,0,34495.0,8.78,FALSE,0.0,Medium,1.0,Medium
FIN-04062,BLD-04062,Condominium,1,0.0,54080.11,Excellent,736269.4,23307.13,0,88591.0,14.95,TRUE,8.0,Low,0.0,Medium
FIN-04063,BLD-04063,Condominium,1,0.0,103036.72,Very Good,623760.5,61313.69,0,74519.0,13.68,TRUE,8.0,Medium,0.0,High
FIN-04064,BLD-04064,Municipal,13,127891.2,0.0,Excellent,209010.35,23649.5,0,33486.0,8.42,TRUE,8.0,High,1.4,Low
FIN-04065,BLD-04065,Housing cooperative,1,0.0,272821.67,Very Good,244487.87,124809.89,0,35871.0,10.79,FALSE,0.0,Low,2.2,Low
FIN-04066,BLD-04066,Housing cooperative,1,0.0,100898.37,Very Good,163547.49,34845.55,0,39067.0,10.49,FALSE,0.0,Medium,0.8,Medium
FIN-04067,BLD-04067,Housing cooperative,1,0.0,359175.07,Good,212488.26,146860.77,0,52823.0,9.28,FALSE,0.0,Medium,2.7,High
FIN-04068,BLD-04068,Housing cooperative,1,0.0,66845.69,Very Good,380779.63,96819.1,0,30145.0,10.19,FALSE,0.0,Low,0.1,High
FIN-04069,BLD-04069,Individual,4,44951.22,498103.64,Very Good,592166.5,108017.78,64,61366.0,11.05,TRUE,8.0,High,8.7,High
FIN-04070,BLD-04070,Individual,4,133658.12,591601.35,Good,766536.08,27817.65,59,52092.0,13.3,FALSE,0.0,Medium,9.1,Low
FIN-04071,BLD-04071,Condominium,1,0.0,23659.39,Good,380472.06,114581.96,0,59111.0,17.16,TRUE,8.0,Medium,0.0,Medium
FIN-04072,BLD-04072,Housing cooperative,1,0.0,196241.42,Good,641876.86,145663.67,0,35118.0,9.04,FALSE,0.0,Medium,1.6,Low
FIN-04073,BLD-04073,Individual,3,267130.88,141489.43,Good,130351.15,154660.46,40,35954.0,16.11,TRUE,8.0,High,7.6,Medium
FIN-04074,BLD-04074,Condominium,1,0.0,53647.13,Very Good,584147.1,6678.28,0,70515.0,13.61,TRUE,8.0,Low,0.0,High
FIN-04075,BLD-04075,Housing cooperative,1,0.0,293559.24,Very Good,176986.19,58615.91,0,54234.0,8.46,FALSE,0.0,Medium,2.9,High
FIN-04076,BLD-04076,Corporate landlord,40,96336.57,571594.24,Excellent,409663.69,88930.17,0,50451.0,17.3,TRUE,8.0,Low,4.4,Medium
FIN-04077,BLD-04077,Municipal,41,46137.6,0.0,Excellent,527738.24,162110.05,0,40361.0,9.09,TRUE,8.0,High,2.5,Low
FIN-04078,BLD-04078,Housing cooperative,1,0.0,188070.0,Good,257680.74,117220.79,0,33470.0,9.2,FALSE,0.0,Medium,2.3,High
FIN-04079,BLD-04079,Municipal,66,224121.6,0.0,Excellent,321248.95,8487.49,0,41037.0,7.59,TRUE,8.0,Medium,3.0,Low
FIN-04080,BLD-04080,Individual,4,150743.2,271635.81,Very Good,444295.8,115950.08,50,42754.0,11.49,TRUE,8.0,Medium,2.2,Medium
FIN-04081,BLD-04081,Municipal,53,126835.2,0.0,Excellent,388151.72,14635.1,0,43880.0,8.36,TRUE,8.0,High,5.0,Low
FIN-04082,BLD-04082,Condominium,1,0.0,23517.08,Excellent,510306.64,71546.96,0,62817.0,17.27,TRUE,8.0,Low,0.0,Low
FIN-04083,BLD-04083,Housing cooperative,1,0.0,345682.23,Excellent,273430.14,69772.22,0,38066.0,9.42,FALSE,0.0,Medium,0.4,Low
FIN-04084,BLD-04084,Corporate landlord,35,319222.98,473361.12,Excellent,565352.63,162183.52,0,45507.0,14.84,TRUE,8.0,Low,0.1,Low
FIN-04085,BLD-04085,Housing cooperative,1,0.0,237605.67,Very Good,322344.74,91429.39,0,40793.0,10.4,FALSE,0.0,Medium,1.7,High
FIN-04086,BLD-04086,Corporate landlord,16,153513.16,1278513.94,Good,426372.65,119382.28,0,41143.0,20.6,TRUE,8.0,Medium,0.6,Medium
FIN-04087,BLD-04087,Condominium,1,0.0,40314.71,Very Good,450058.81,120530.44,0,80661.0,13.51,TRUE,8.0,Low,0.0,Low
FIN-04088,BLD-04088,Individual,5,398216.92,85219.7,Excellent,574081.71,161246.15,56,60076.0,10.51,FALSE,0.0,High,4.8,Low
FIN-04089,BLD-04089,Condominium,1,0.0,80138.31,Good,605680.49,91798.13,0,85748.0,17.79,TRUE,8.0,Low,0.0,High
FIN-04090,BLD-04090,Condominium,1,0.0,137725.3,Very Good,575430.86,49673.46,0,51134.0,12.27,TRUE,8.0,Medium,0.0,Low
FIN-04091,BLD-04091,Individual,1,755729.77,521205.72,Fair,74385.78,156366.45,76,63631.0,11.12,TRUE,8.0,High,5.6,Medium
FIN-04092,BLD-04092,Municipal,11,104668.8,0.0,Excellent,346076.2,59701.85,0,29919.0,7.51,TRUE,8.0,High,1.5,Low
FIN-04093,BLD-04093,Individual,2,168178.9,366468.62,Very Good,139295.29,13026.93,76,38566.0,13.46,TRUE,8.0,Low,6.1,High
FIN-04094,BLD-04094,Housing cooperative,1,0.0,181933.27,Good,640361.72,169893.53,0,44535.0,10.8,FALSE,0.0,Medium,2.0,Medium
FIN-04095,BLD-04095,Condominium,1,0.0,41198.47,Very Good,291688.65,198056.44,0,77783.0,12.46,TRUE,8.0,Medium,0.0,Low
FIN-04096,BLD-04096,Housing cooperative,1,0.0,131191.73,Good,202293.04,143924.73,0,44146.0,9.52,FALSE,0.0,Medium,1.4,High
FIN-04097,BLD-04097,Housing cooperative,1,0.0,147983.86,Very Good,170546.25,31461.05,0,32416.0,9.23,FALSE,0.0,Low,1.7,High
FIN-04098,BLD-04098,Individual,1,379051.54,452491.02,Excellent,600394.14,101916.35,49,63131.0,15.18,FALSE,0.0,High,3.6,Medium
FIN-04099,BLD-04099,Corporate landlord,20,472238.7,1294931.69,Excellent,73750.64,132041.06,0,70999.0,16.92,TRUE,8.0,Low,0.3,Medium
FIN-04100,BLD-04100,Housing cooperative,1,0.0,245801.37,Good,278303.04,145493.13,0,41684.0,8.14,FALSE,0.0,Medium,2.2,Low
FIN-04101,BLD-04101,Individual,1,198733.82,131032.56,Fair,471074.34,119819.66,37,64304.0,13.2,TRUE,8.0,High,0.1,Low
FIN-04102,BLD-04102,Condominium,1,0.0,121598.98,Very Good,262188.78,63996.76,0,70631.0,12.35,TRUE,8.0,Low,0.0,High
FIN-04103,BLD-04103,Individual,5,71154.29,37570.78,Excellent,482085.68,83390.32,70,48623.0,9.32,TRUE,8.0,High,8.6,Low
FIN-04104,BLD-04104,Housing cooperative,1,0.0,284076.44,Good,456313.06,97302.13,0,47908.0,8.39,FALSE,0.0,Medium,2.5,High
FIN-04105,BLD-04105,Corporate landlord,13,317958.34,1315446.62,Excellent,254762.34,49200.08,0,72517.0,14.9,FALSE,0.0,Low,5.4,High
FIN-04106,BLD-04106,Individual,2,269696.6,411441.55,Good,262004.67,90383.76,58,55788.0,9.51,TRUE,8.0,Medium,7.4,High
FIN-04107,BLD-04107,Municipal,43,191116.8,0.0,Excellent,67989.65,80962.31,0,30010.0,9.52,TRUE,8.0,Medium,3.4,High
FIN-04108,BLD-04108,Municipal,24,265497.6,0.0,Excellent,453132.54,109220.19,0,33598.0,8.94,TRUE,8.0,Medium,1.1,Low
FIN-04109,BLD-04109,Corporate landlord,9,1005757.87,1476593.92,Excellent,626994.32,9976.44,0,51303.0,20.49,TRUE,8.0,Medium,1.9,Medium
FIN-04110,BLD-04110,Housing cooperative,1,0.0,365876.68,Very Good,439050.35,188157.4,0,36365.0,10.0,FALSE,0.0,Low,2.9,Medium
FIN-04111,BLD-04111,Individual,3,158231.77,68626.0,Excellent,60542.88,102380.65,61,41902.0,11.19,FALSE,0.0,Medium,1.0,Medium
FIN-04112,BLD-04112,Corporate landlord,49,1031175.45,1157797.02,Excellent,505995.69,7310.53,0,57612.0,19.27,TRUE,8.0,Low,1.3,Low
FIN-04113,BLD-04113,Municipal,67,444758.4,0.0,Excellent,319139.88,121815.36,0,44537.0,9.42,TRUE,8.0,High,3.9,High
FIN-04114,BLD-04114,Individual,4,202614.07,462475.21,Excellent,199693.96,100207.97,60,31726.0,14.6,TRUE,8.0,Medium,1.7,Low
FIN-04115,BLD-04115,Housing cooperative,1,0.0,234630.65,Good,110324.01,184847.7,0,39038.0,9.95,FALSE,0.0,Low,2.2,Low
FIN-04116,BLD-04116,Corporate landlord,28,434490.95,219359.38,Good,124450.92,72999.21,0,61661.0,15.99,TRUE,8.0,Low,4.8,Medium
FIN-04117,BLD-04117,Individual,5,234574.13,524966.04,Good,296395.45,115720.71,70,50984.0,10.9,TRUE,8.0,Low,0.5,Medium
FIN-04118,BLD-04118,Corporate landlord,26,439484.47,854898.53,Excellent,209406.3,175986.77,0,61630.0,16.0,TRUE,8.0,Low,5.4,Medium
FIN-04119,BLD-04119,Condominium,1,0.0,140146.19,Very Good,318145.35,10995.91,0,68530.0,17.12,TRUE,8.0,Medium,0.0,Medium
FIN-04120,BLD-04120,Housing cooperative,1,0.0,328467.59,Very Good,85244.87,153806.46,0,42127.0,7.78,FALSE,0.0,Low,0.3,High
FIN-04121,BLD-04121,Corporate landlord,25,96280.02,522763.7,Good,757045.87,88145.67,0,42195.0,14.24,TRUE,8.0,Medium,1.4,Low
FIN-04122,BLD-04122,Individual,3,153547.48,72779.78,Very Good,333123.4,178046.43,65,63104.0,11.67,FALSE,0.0,Medium,9.4,Medium
FIN-04123,BLD-04123,Individual,5,224822.98,350270.44,Very Good,598397.77,49406.1,54,43523.0,10.14,TRUE,8.0,High,7.7,Low
FIN-04124,BLD-04124,Housing cooperative,1,0.0,272625.47,Good,714547.2,120121.71,0,30847.0,10.26,FALSE,0.0,Medium,0.3,High
FIN-04125,BLD-04125,Corporate landlord,39,143633.24,1273674.92,Excellent,121889.23,50226.23,0,66453.0,17.12,TRUE,8.0,Low,4.8,High
FIN-04126,BLD-04126,Condominium,1,0.0,120163.92,Very Good,383487.67,125230.74,0,83639.0,13.88,TRUE,8.0,Medium,0.0,Low
FIN-04127,BLD-04127,Condominium,1,0.0,50325.88,Very Good,69485.17,123723.16,0,72666.0,18.2,TRUE,8.0,Low,0.0,High
FIN-04128,BLD-04128,Housing cooperative,1,0.0,373007.91,Very Good,307756.33,168099.3,0,34718.0,10.11,FALSE,0.0,Medium,0.2,High
FIN-04129,BLD-04129,Municipal,24,62880.0,0.0,Excellent,206732.57,65610.36,0,38150.0,9.72,TRUE,8.0,Medium,2.3,Low
FIN-04130,BLD-04130,Municipal,16,103689.6,0.0,Excellent,305339.99,28263.04,0,31897.0,8.2,TRUE,8.0,High,1.8,Medium
FIN-04131,BLD-04131,Corporate landlord,35,412951.35,277415.47,Good,625700.29,121295.94,0,66432.0,21.43,TRUE,8.0,Medium,2.1,Low
FIN-04132,BLD-04132,Individual,3,293405.93,114187.9,Good,524797.74,22618.68,71,58175.0,13.14,FALSE,0.0,Low,7.1,Low
FIN-04133,BLD-04133,Municipal,38,186864.0,0.0,Excellent,534502.88,140045.41,0,30311.0,9.56,TRUE,8.0,High,2.6,High
FIN-04134,BLD-04134,Individual,1,933203.65,441787.91,Fair,180779.71,183770.81,46,52888.0,16.98,TRUE,8.0,Low,9.9,Medium
FIN-04135,BLD-04135,Municipal,59,217459.2,0.0,Excellent,295190.76,163167.63,0,38230.0,7.29,TRUE,8.0,High,4.2,Low
FIN-04136,BLD-04136,Corporate landlord,15,114280.3,389601.26,Excellent,76697.95,133014.26,0,60555.0,19.35,TRUE,8.0,Medium,3.0,Low
FIN-04137,BLD-04137,Individual,2,192956.18,203748.87,Good,82121.9,139463.46,36,34103.0,12.83,TRUE,8.0,Low,4.8,High
FIN-04138,BLD-04138,Municipal,21,106435.2,0.0,Excellent,540224.41,70759.68,0,29992.0,7.65,TRUE,8.0,Medium,2.5,High
FIN-04139,BLD-04139,Condominium,1,0.0,139169.37,Good,236128.86,82946.01,0,89646.0,13.78,TRUE,8.0,Low,0.0,Low
FIN-04140,BLD-04140,Municipal,39,105360.0,0.0,Excellent,125284.14,181336.75,0,29259.0,9.1,TRUE,8.0,High,3.5,Medium
FIN-04141,BLD-04141,Individual,4,51904.41,191702.43,Good,308693.6,166309.91,65,45254.0,9.79,FALSE,0.0,Medium,9.0,Medium
FIN-04142,BLD-04142,Housing cooperative,1,0.0,111916.47,Good,399377.73,10341.36,0,30558.0,9.86,FALSE,0.0,Low,0.2,Medium
FIN-04143,BLD-04143,Condominium,1,0.0,136463.24,Excellent,458045.67,82403.51,0,58540.0,14.79,TRUE,8.0,Low,0.0,Medium
FIN-04144,BLD-04144,Municipal,34,219350.4,0.0,Excellent,358125.8,114595.39,0,44271.0,9.17,TRUE,8.0,Medium,3.8,High
FIN-04145,BLD-04145,Municipal,40,173884.8,0.0,Excellent,627228.03,101445.05,0,35457.0,7.29,TRUE,8.0,High,1.3,High
FIN-04146,BLD-04146,Individual,3,92619.17,102391.95,Fair,91673.27,68953.88,49,61265.0,10.51,FALSE,0.0,High,4.2,High
FIN-04147,BLD-04147,Corporate landlord,47,143158.74,1422903.72,Very Good,798960.23,150409.92,0,45628.0,13.33,TRUE,8.0,Low,0.4,High
FIN-04148,BLD-04148,Housing cooperative,1,0.0,270634.65,Very Good,524800.03,84701.12,0,52519.0,7.5,FALSE,0.0,Medium,1.9,Low
FIN-04149,BLD-04149,Corporate landlord,43,251288.3,524307.92,Very Good,370286.79,98248.77,0,64343.0,19.49,TRUE,8.0,Medium,2.8,Medium
FIN-04150,BLD-04150,Individual,2,660432.06,448297.05,Excellent,692685.41,110273.96,41,34497.0,11.12,FALSE,0.0,High,2.0,High
FIN-04151,BLD-04151,Condominium,1,0.0,25984.71,Good,755417.13,192535.25,0,77108.0,17.24,TRUE,8.0,Medium,0.0,Low
FIN-04152,BLD-04152,Corporate landlord,45,24600.84,483647.0,Excellent,424861.21,57143.4,0,69385.0,15.76,FALSE,0.0,Low,2.4,High
FIN-04153,BLD-04153,Corporate landlord,43,378644.21,996641.4,Good,168836.78,85063.99,0,71374.0,18.87,TRUE,8.0,Medium,1.4,High
FIN-04154,BLD-04154,Corporate landlord,24,104939.58,850268.84,Excellent,371099.84,40277.89,0,46389.0,14.3,TRUE,8.0,Low,3.9,Medium
FIN-04155,BLD-04155,Corporate landlord,34,23293.75,1389064.27,Excellent,569213.84,121275.06,0,48525.0,17.37,FALSE,0.0,Low,2.5,High
FIN-04156,BLD-04156,Housing cooperative,1,0.0,240586.3,Very Good,237858.31,134736.13,0,42847.0,9.88,FALSE,0.0,Medium,2.2,Low
FIN-04157,BLD-04157,Condominium,1,0.0,40060.93,Good,485835.63,120191.77,0,53547.0,19.78,TRUE,8.0,Low,0.0,High
FIN-04158,BLD-04158,Condominium,1,0.0,55597.65,Good,64438.08,24530.88,0,66028.0,12.62,TRUE,8.0,Low,0.0,Low
FIN-04159,BLD-04159,Individual,4,351612.4,245023.16,Good,465365.12,135868.45,63,40353.0,9.92,TRUE,8.0,Medium,3.2,Medium
FIN-04160,BLD-04160,Housing cooperative,1,0.0,377637.0,Very Good,768688.94,194554.09,0,52244.0,7.27,FALSE,0.0,Low,0.6,High
FIN-04161,BLD-04161,Municipal,49,209212.8,0.0,Excellent,752293.71,49531.28,0,28679.0,7.57,TRUE,8.0,Medium,1.0,High
FIN-04162,BLD-04162,Corporate landlord,6,618530.02,518501.3,Good,623436.17,86186.54,0,59809.0,21.74,TRUE,8.0,Low,5.7,Medium
FIN-04163,BLD-04163,Housing cooperative,1,0.0,275610.41,Excellent,64171.32,47826.5,0,44273.0,7.77,FALSE,0.0,Low,1.6,High
FIN-04164,BLD-04164,Municipal,69,98025.6,0.0,Excellent,216577.13,125881.4,0,44057.0,7.29,TRUE,8.0,High,3.8,Medium
FIN-04165,BLD-04165,Corporate landlord,23,102313.31,854005.27,Excellent,476735.81,21959.12,0,51345.0,19.15,TRUE,8.0,Medium,4.2,Low
FIN-04166,BLD-04166,Corporate landlord,14,120456.94,1220467.22,Very Good,343457.07,154661.82,0,70928.0,19.62,TRUE,8.0,Low,5.5,Low
FIN-04167,BLD-04167,Housing cooperative,1,0.0,151527.31,Very Good,438973.97,142355.64,0,30319.0,7.16,FALSE,0.0,Low,0.9,Medium
FIN-04168,BLD-04168,Housing cooperative,1,0.0,379759.67,Excellent,627838.99,148686.61,0,53161.0,7.84,FALSE,0.0,Low,0.3,Medium
FIN-04169,BLD-04169,Corporate landlord,39,341728.24,1473456.34,Good,298177.85,49428.66,0,61337.0,19.96,TRUE,8.0,Low,0.5,High
FIN-04170,BLD-04170,Municipal,30,86515.2,0.0,Excellent,667743.14,65013.6,0,36086.0,9.52,TRUE,8.0,Medium,4.0,High
FIN-04171,BLD-04171,Housing cooperative,1,0.0,244027.36,Excellent,657982.47,49202.43,0,33111.0,10.31,FALSE,0.0,Medium,1.7,Medium
FIN-04172,BLD-04172,Corporate landlord,45,98176.76,443534.75,Very Good,164829.16,96693.5,0,67351.0,13.74,TRUE,8.0,Medium,4.6,High
FIN-04173,BLD-04173,Housing cooperative,1,0.0,173403.28,Good,608962.34,177358.76,0,46907.0,10.44,FALSE,0.0,Medium,1.7,Medium
FIN-04174,BLD-04174,Corporate landlord,34,130808.47,1262408.63,Excellent,410382.09,152164.39,0,40636.0,19.86,TRUE,8.0,Low,5.1,High
FIN-04175,BLD-04175,Housing cooperative,1,0.0,110907.59,Very Good,742872.13,198784.88,0,51831.0,10.37,FALSE,0.0,Medium,0.1,Medium
FIN-04176,BLD-04176,Corporate landlord,30,533604.21,1035879.96,Very Good,643595.77,137811.62,0,48040.0,21.31,FALSE,0.0,Medium,4.6,Low
FIN-04177,BLD-04177,Individual,3,478299.43,521643.24,Good,763361.75,196227.72,51,51548.0,16.6,TRUE,8.0,Low,5.3,Medium
FIN-04178,BLD-04178,Corporate landlord,50,196207.98,1030269.62,Very Good,185445.11,86171.67,0,74083.0,15.36,FALSE,0.0,Low,1.5,Medium
FIN-04179,BLD-04179,Condominium,1,0.0,15155.06,Good,206729.53,184463.29,0,47625.0,17.36,TRUE,8.0,Low,0.0,High
FIN-04180,BLD-04180,Corporate landlord,7,409458.24,475176.09,Very Good,678161.89,173921.19,0,63363.0,19.33,TRUE,8.0,Low,2.6,Low
FIN-04181,BLD-04181,Municipal,57,288796.8,0.0,Excellent,168438.92,9121.27,0,35152.0,8.19,TRUE,8.0,Medium,1.1,High
FIN-04182,BLD-04182,Municipal,71,567321.6,0.0,Excellent,530700.27,8984.55,0,29922.0,8.82,TRUE,8.0,High,2.0,Low
FIN-04183,BLD-04183,Corporate landlord,48,204164.27,1111547.05,Good,505656.0,195201.12,0,65624.0,15.28,FALSE,0.0,Low,3.8,Medium
FIN-04184,BLD-04184,Corporate landlord,38,180069.81,202934.35,Excellent,680368.58,105741.91,0,65346.0,18.62,TRUE,8.0,Low,3.9,Medium
FIN-04185,BLD-04185,Municipal,45,167078.4,0.0,Excellent,292444.07,76504.29,0,37918.0,7.49,TRUE,8.0,High,4.7,Medium
FIN-04186,BLD-04186,Municipal,13,110928.0,0.0,Excellent,382703.95,197660.74,0,28245.0,7.08,TRUE,8.0,High,4.3,High
FIN-04187,BLD-04187,Individual,3,54030.45,513137.36,Very Good,381596.3,32720.0,43,38331.0,14.93,FALSE,0.0,Low,8.7,Medium
FIN-04188,BLD-04188,Corporate landlord,49,543230.28,1306596.44,Excellent,267388.36,169115.64,0,49664.0,13.89,TRUE,8.0,Low,4.6,Low
FIN-04189,BLD-04189,Condominium,1,0.0,32688.89,Excellent,537356.96,188112.23,0,62108.0,13.79,TRUE,8.0,Low,0.0,Medium
