building_id,district,postal_code,address,latitude,longitude,construction_year,building_type,num_units,total_area_m2,num_floors,roof_type,facade_material,window_type,heating_system,heating_age,insulation_walls,insulation_roof,insulation_basement,ownership_type,epc_rating,epc_date,energy_consumption_kwh_m2,last_renovation_year,listed_building
BLD-05858,Charlottenburg-Wilmersdorf,14195,Britzer Damm 155,52.521504,13.315061,1908,Altbau,14,988.8,8,Pitched,Concrete,Double-pane,Mixed,25,Full,None,None,Housing cooperative,G,2015-07-12,241.3,1998,FALSE
BLD-05859,Treptow-Köpenick,12439,Köpenicker Str. 23,52.457025,13.576007,1873,Altbau,43,3357.4,4,Flat,Brick,Triple-pane,Heat pump,21,None,None,Partial,Condominium,G,2019-07-14,246.1,,FALSE
BLD-05860,Neukölln,12059,Zehlendorfer Str. 32,52.486952,13.44048,1977,Plattenbau,30,2612.9,6,Pitched,Prefab panel,Single-pane,Heat pump,3,Partial,Partial,None,Municipal,E,2019-11-03,144.5,,FALSE
BLD-05861,Spandau,13585,Spandauer Str. 171,52.511135,13.187048,1977,Plattenbau,40,2400.0,4,Hip,Prefab panel,Double-pane,Electric,8,None,None,None,Corporate landlord,E,2023-11-09,150.7,1997,FALSE
BLD-05862,Charlottenburg-Wilmersdorf,10625,Landsberger Allee 31,52.495872,13.32605,1949,Post-war,3,181.7,8,Mansard,Mixed,Double-pane,District heating,8,Partial,None,None,Condominium,F,2015-07-30,188.1,,FALSE
BLD-05863,Neukölln,12049,Britzer Damm 37,52.467295,13.426939,1955,Post-war,16,1652.0,6,Pitched,Mixed,Single-pane,Heat pump,8,None,None,Partial,Housing cooperative,F,2022-10-21,196.9,,FALSE
BLD-05864,Treptow-Köpenick,12439,Danziger Str. 5,52.457302,13.486661,1982,1980s block,12,802.6,8,Pitched,Prefab panel,Mixed,Mixed,23,None,Partial,None,Private landlord,E,2019-07-12,137.9,,FALSE
BLD-05865,Lichtenberg,13059,Brunsbütteler Damm 71,52.513706,13.488625,1978,1970s block,21,1622.4,2,Flat,Prefab panel,Double-pane,Oil boiler,24,Full,None,None,Corporate landlord,E,2017-06-07,159.2,1991,FALSE
BLD-05866,Treptow-Köpenick,12487,Gatower Str. 132,52.486851,13.547774,1968,Plattenbau,11,649.2,3,Pitched,Prefab panel,Single-pane,Gas boiler,9,None,Partial,Full,Corporate landlord,F,2020-11-10,170.1,,FALSE
BLD-05867,Marzahn-Hellersdorf,12679,Britzer Damm 69,52.527489,13.553895,1960,Post-war,22,1960.8,6,Mansard,Brick,Double-pane,Oil boiler,14,None,None,None,Private landlord,F,2018-06-15,199.0,1995,FALSE
BLD-05868,Spandau,13591,Zehlendorfer Str. 48,52.538197,13.227572,1947,Post-war,2,117.0,6,Flat,Render,Triple-pane,Gas boiler,20,None,None,Partial,Housing cooperative,G,2015-01-06,212.2,2000,FALSE
BLD-05869,Friedrichshain-Kreuzberg,10243,Potsdamer Str. 150,52.51702,13.426499,1982,Plattenbau,9,568.6,7,Pitched,Prefab panel,Double-pane,Electric,8,None,None,Partial,Corporate landlord,F,2019-11-09,162.3,,FALSE
BLD-05870,Treptow-Köpenick,12489,Heerstr. 51,52.453117,13.517911,1950,Post-war,29,2414.5,9,Hip,Brick,Single-pane,Heat pump,29,Partial,None,None,Municipal,G,2020-03-28,229.8,,FALSE
BLD-05871,Mitte,10178,Karl-Marx-Str. 51,52.523994,13.419354,1974,1970s block,19,1835.6,5,Pitched,Render,Single-pane,Oil boiler,26,None,Partial,None,Condominium,G,2017-01-21,201.1,,FALSE
BLD-05872,Marzahn-Hellersdorf,12627,Innsbrucker Str. 67,52.542402,13.609545,1950,Post-war,25,2387.1,4,Hip,Concrete,Single-pane,Heat pump,21,None,None,None,Corporate landlord,F,2020-01-29,176.3,2015,FALSE
BLD-05873,Tempelhof-Schöneberg,10779,Torstr. 38,52.46591,13.332191,1947,Post-war,2,125.0,2,Pitched,Concrete,Mixed,Mixed,3,None,None,None,Private landlord,G,2018-10-14,227.2,2018,FALSE
BLD-05874,Treptow-Köpenick,12459,Marzahner Chaussee 96,52.475878,13.547418,1879,Altbau,30,2740.4,6,Pitched,Sandstone,Triple-pane,Gas boiler,35,None,None,None,Municipal,G,2016-09-25,241.0,,FALSE
BLD-05875,Tempelhof-Schöneberg,12101,Marzahner Chaussee 144,52.491022,13.370156,2007,Modern,7,406.1,7,Hip,Brick,Mixed,Heat pump,19,Partial,Partial,Full,Municipal,D,2020-08-06,105.2,2012,FALSE
BLD-05876,Mitte,10117,Lichtenberger Str. 72,52.52898,13.39471,1905,Gründerzeit,60,5983.5,3,Hip,Prefab panel,Triple-pane,District heating,14,None,Partial,Partial,Housing cooperative,H,2019-02-06,251.6,1995,FALSE
BLD-05877,Charlottenburg-Wilmersdorf,14193,Richardstr. 165,52.499706,13.34147,1970,1970s block,18,1163.7,3,Hip,Prefab panel,Single-pane,Heat pump,20,None,Partial,Full,Corporate landlord,F,2019-12-01,190.8,1999,FALSE
BLD-05878,Reinickendorf,13435,Danziger Str. 126,52.590134,13.301764,1958,Post-war,27,2543.2,5,Flat,Render,Triple-pane,District heating,5,None,None,None,Private landlord,F,2016-03-30,188.5,,FALSE
BLD-05879,Steglitz-Zehlendorf,14163,Köpenicker Str. 90,52.438299,13.320282,1955,Post-war,6,563.8,8,Mansard,Render,Single-pane,Heat pump,35,None,Partial,None,Condominium,F,2017-07-01,198.7,2021,FALSE
BLD-05880,Charlottenburg-Wilmersdorf,10587,Greifswalder Str. 87,52.492217,13.322493,1987,1980s block,4,310.3,8,Pitched,Sandstone,Triple-pane,Heat pump,3,Partial,None,None,Municipal,E,2015-10-26,152.4,,FALSE
BLD-05881,Steglitz-Zehlendorf,14165,Innsbrucker Str. 70,52.467764,13.24535,1987,Plattenbau,51,4307.6,6,Hip,Prefab panel,Mixed,Gas boiler,13,Partial,Full,Partial,Corporate landlord,F,2019-06-09,166.2,,FALSE
BLD-05882,Reinickendorf,13435,Zehlendorfer Str. 39,52.592747,13.35842,1894,Gründerzeit,46,2996.7,8,Hip,Render,Mixed,Electric,5,Partial,None,None,Private landlord,H,2022-02-28,254.8,2016,FALSE
BLD-05883,Treptow-Köpenick,12559,Hauptstr. 113,52.451761,13.548408,1998,Modern,5,455.6,2,Mansard,Concrete,Double-pane,Electric,9,Partial,Partial,None,Municipal,C,2015-04-22,87.9,2004,FALSE
BLD-05884,Lichtenberg,13059,Bergmannstr. 145,52.519392,13.527124,1877,Altbau,47,4013.0,2,Hip,Mixed,Single-pane,Heat pump,3,None,None,None,Private landlord,H,2019-02-06,250.3,,FALSE
BLD-05885,Lichtenberg,13051,Müllerstr. 159,52.52003,13.49518,1883,Altbau,34,2040.4,4,Mansard,Sandstone,Double-pane,Mixed,22,None,None,None,Private landlord,H,2015-09-04,269.5,2004,FALSE
BLD-05886,Lichtenberg,13055,Wrangelstr. 34,52.509556,13.526372,1895,Gründerzeit,40,3728.5,2,Hip,Brick,Double-pane,Oil boiler,22,Partial,Partial,None,Corporate landlord,H,2023-08-22,250.8,,FALSE
BLD-05887,Neukölln,12043,Karl-Marx-Allee 154,52.462275,13.466658,1946,Post-war,24,2501.9,2,Hip,Brick,Double-pane,Gas boiler,23,None,None,None,Corporate landlord,F,2018-09-18,183.6,,FALSE
BLD-05888,Treptow-Köpenick,12489,Neuköllner Str. 120,52.4683,13.485843,1963,Plattenbau,43,2384.1,6,Flat,Prefab panel,Triple-pane,Mixed,19,Partial,None,None,Municipal,F,2015-02-25,188.2,2008,FALSE
BLD-05889,Marzahn-Hellersdorf,12627,Kolonnenstr. 86,52.549638,13.60395,1948,Post-war,4,301.9,7,Flat,Render,Double-pane,District heating,25,Partial,None,Partial,Corporate landlord,F,2022-03-10,188.8,1994,FALSE
BLD-05890,Treptow-Köpenick,12487,Danziger Str. 24,52.470344,13.48727,1961,Plattenbau,29,1939.6,5,Flat,Prefab panel,Mixed,District heating,25,None,Partial,Partial,Condominium,E,2023-08-05,158.5,,FALSE
BLD-05891,Spandau,13593,Britzer Damm 56,52.512971,13.206053,1979,1970s block,3,240.9,4,Pitched,Concrete,Single-pane,Electric,7,None,None,Partial,Housing cooperative,E,2016-10-15,149.3,2019,FALSE
BLD-05892,Treptow-Köpenick,12487,Britzer Damm 21,52.463802,13.555358,1995,Modern,16,886.3,7,Pitched,Mixed,Double-pane,Heat pump,4,None,Partial,None,Corporate landlord,D,2017-02-19,106.5,1999,FALSE
BLD-05893,Mitte,10115,Richardstr. 9,52.532527,13.394374,1881,Altbau,35,3462.6,2,Hip,Mixed,Double-pane,Gas boiler,10,Full,None,None,Private landlord,G,2016-08-13,225.4,2020,FALSE
BLD-05894,Pankow,13156,Mariendorfer Damm 114,52.543914,13.407817,1997,Modern,20,1851.4,2,Pitched,Concrete,Mixed,Gas boiler,12,Partial,Partial,Full,Condominium,B,2022-10-15,74.5,,FALSE
BLD-05895,Spandau,13593,Mariendorfer Damm 122,52.542811,13.241444,1896,Altbau,2,186.3,5,Hip,Sandstone,Single-pane,Gas boiler,22,None,Partial,Partial,Housing cooperative,G,2019-06-19,213.9,,FALSE
BLD-05896,Steglitz-Zehlendorf,12165,Frankfurter Allee 43,52.443807,13.309725,1990,1980s block,6,596.7,9,Mansard,Render,Triple-pane,Heat pump,7,Partial,Partial,None,Private landlord,F,2021-12-17,174.5,2013,FALSE
BLD-05897,Neukölln,12043,Hermannstr. 164,52.457863,13.422232,1895,Altbau,32,2245.2,8,Flat,Concrete,Triple-pane,Electric,5,None,None,None,Condominium,G,2023-01-08,225.2,2018,FALSE
BLD-05898,Neukölln,12045,Innsbrucker Str. 154,52.488735,13.428164,1895,Gründerzeit,16,1301.0,2,Mansard,Render,Single-pane,Heat pump,25,None,None,None,Corporate landlord,H,2017-03-26,266.6,,FALSE
BLD-05899,Lichtenberg,13051,Karl-Marx-Allee 81,52.512417,13.475936,1882,Altbau,36,2037.2,3,Mansard,Mixed,Single-pane,Gas boiler,25,None,Partial,Full,Condominium,H,2018-06-26,256.1,,FALSE
BLD-05900,Steglitz-Zehlendorf,12165,Torstr. 47,52.435775,13.309489,1898,Gründerzeit,52,3642.5,8,Flat,Brick,Single-pane,Gas boiler,28,None,Partial,None,Private landlord,G,2018-11-03,232.7,,FALSE
BLD-05901,Friedrichshain-Kreuzberg,10963,Landsberger Allee 134,52.495099,13.476341,2010,Modern,20,2105.9,7,Flat,Sandstone,Triple-pane,Oil boiler,33,Full,Full,Partial,Condominium,B,2021-05-24,66.8,2014,FALSE
BLD-05902,Lichtenberg,13053,Schönhauser Allee 128,52.53822,13.480477,1992,Modern,2,123.3,5,Mansard,Concrete,Double-pane,Gas boiler,25,Full,None,Full,Housing cooperative,D,2017-06-23,100.0,1994,FALSE
BLD-05903,Friedrichshain-Kreuzberg,10963,Zehlendorfer Str. 14,52.519393,13.439736,1997,Modern,26,1843.0,6,Hip,Mixed,Double-pane,Mixed,21,Partial,Partial,Partial,Housing cooperative,D,2020-12-07,107.4,2017,FALSE
BLD-05904,Charlottenburg-Wilmersdorf,10627,Karl-Marx-Allee 13,52.492599,13.312341,1960,Post-war,13,1351.1,8,Hip,Render,Single-pane,Heat pump,14,Partial,None,Partial,Housing cooperative,F,2023-04-24,196.4,,FALSE
BLD-05905,Spandau,13585,Gatower Str. 133,52.542234,13.197319,1906,Gründerzeit,44,4529.2,4,Mansard,Brick,Mixed,Gas boiler,1,None,None,None,Housing cooperative,H,2019-08-03,263.4,,FALSE
BLD-05906,Friedrichshain-Kreuzberg,10961,Nonnendammallee 131,52.503456,13.459137,2008,Modern,14,893.2,5,Pitched,Render,Triple-pane,Heat pump,7,Full,Partial,None,Housing cooperative,D,2015-03-25,100.2,,FALSE
BLD-05907,Reinickendorf,13407,Torstr. 42,52.572826,13.300214,2000,Modern,30,1960.4,7,Flat,Brick,Mixed,Oil boiler,1,Partial,Full,Full,Private landlord,C,2020-04-05,81.5,2016,FALSE
BLD-05908,Reinickendorf,13439,Prenzlauer Allee 47,52.564623,13.302993,1970,1970s block,28,3053.8,7,Hip,Concrete,Single-pane,Heat pump,33,None,Full,Partial,Housing cooperative,F,2019-08-06,165.9,2015,FALSE
BLD-05909,Friedrichshain-Kreuzberg,10247,Müllerstr. 38,52.496578,13.458671,1946,Post-war,12,938.7,3,Flat,Mixed,Single-pane,District heating,10,None,None,None,Municipal,F,2023-06-28,198.4,,FALSE
BLD-05910,Charlottenburg-Wilmersdorf,10589,Danziger Str. 101,52.509164,13.320084,1979,1970s block,3,288.3,4,Hip,Sandstone,Double-pane,District heating,8,Full,Full,Partial,Housing cooperative,F,2021-06-05,170.3,2013,FALSE
BLD-05911,Neukölln,12057,Richardstr. 122,52.46751,13.451533,1990,Modern,6,357.5,5,Flat,Sandstone,Double-pane,Mixed,12,Full,None,Partial,Corporate landlord,C,2020-12-27,91.6,1997,FALSE
BLD-05912,Pankow,13088,Hermannstr. 35,52.556878,13.429649,1904,Gründerzeit,5,294.0,3,Hip,Sandstone,Single-pane,Oil boiler,2,None,None,None,Municipal,H,2023-08-03,262.1,,FALSE
BLD-05913,Treptow-Köpenick,12489,Greifswalder Str. 94,52.470226,13.539428,1910,Gründerzeit,37,3469.1,4,Mansard,Mixed,Single-pane,Heat pump,9,None,None,None,Corporate landlord,G,2022-03-13,239.6,1994,FALSE
BLD-05914,Reinickendorf,13435,Hermannstr. 119,52.556737,13.316738,1964,Plattenbau,22,2175.9,9,Flat,Prefab panel,Single-pane,Heat pump,24,None,Partial,Partial,Corporate landlord,G,2022-05-12,203.7,,FALSE
BLD-05915,Pankow,10115,Prenzlauer Allee 25,52.572438,13.46334,1898,Gründerzeit,52,5651.6,9,Hip,Prefab panel,Triple-pane,Gas boiler,8,None,Partial,Partial,Private landlord,H,2022-05-01,269.8,,FALSE
BLD-05916,Treptow-Köpenick,12489,Hellersdorfer Str. 74,52.447507,13.534358,1978,1970s block,12,663.7,6,Flat,Mixed,Single-pane,Mixed,25,None,None,None,Private landlord,E,2018-02-03,148.2,2020,FALSE
BLD-05917,Marzahn-Hellersdorf,12621,Lichtenberger Str. 167,52.552717,13.565935,1948,Post-war,29,2591.7,7,Flat,Mixed,Single-pane,Heat pump,8,None,Partial,Partial,Municipal,F,2020-07-11,165.8,,FALSE
BLD-05918,Spandau,13597,Innsbrucker Str. 130,52.551358,13.186966,1915,Altbau,24,1869.9,4,Hip,Prefab panel,Single-pane,Gas boiler,3,Partial,None,None,Condominium,G,2023-11-12,247.9,1997,TRUE
BLD-05919,Marzahn-Hellersdorf,12629,Richardstr. 178,52.521692,13.571268,1985,1980s block,30,2152.6,3,Hip,Mixed,Triple-pane,Electric,6,Partial,None,None,Housing cooperative,F,2019-11-08,175.3,1990,FALSE
BLD-05920,Charlottenburg-Wilmersdorf,10585,Hauptstr. 124,52.522461,13.304145,1984,1980s block,22,2338.3,5,Flat,Concrete,Double-pane,Heat pump,31,None,None,None,Municipal,E,2023-03-18,133.8,,FALSE
BLD-05921,Pankow,10439,Schönhauser Allee 41,52.573928,13.413701,1973,1970s block,19,1731.2,2,Pitched,Render,Single-pane,Electric,27,Partial,None,Full,Condominium,F,2020-10-21,177.6,2023,FALSE
BLD-05922,Charlottenburg-Wilmersdorf,14195,Hellersdorfer Str. 35,52.511944,13.307674,1906,Gründerzeit,18,1591.9,3,Hip,Sandstone,Single-pane,District heating,10,Partial,Full,None,Condominium,H,2021-04-24,262.4,2001,FALSE
BLD-05923,Steglitz-Zehlendorf,14167,Spandauer Str. 92,52.439633,13.245108,2001,Modern,21,1840.5,9,Hip,Concrete,Mixed,Mixed,3,Full,Full,Partial,Municipal,D,2023-05-24,123.1,,FALSE
BLD-05924,Marzahn-Hellersdorf,12621,Brunsbütteler Damm 171,52.515265,13.606266,1996,Modern,9,645.1,4,Flat,Concrete,Triple-pane,Electric,34,Partial,Partial,None,Condominium,B,2015-10-09,73.6,,FALSE
BLD-05925,Lichtenberg,13051,Prenzlauer Allee 9,52.52584,13.470863,1982,1980s block,29,2082.7,6,Mansard,Prefab panel,Mixed,Heat pump,35,Partial,Partial,Partial,Corporate landlord,E,2022-04-25,156.6,2004,FALSE
BLD-05926,Marzahn-Hellersdorf,12623,Nonnendammallee 31,52.535786,13.550107,1996,Modern,28,2879.8,6,Pitched,Mixed,Triple-pane,Electric,19,Partial,Partial,Partial,Housing cooperative,C,2016-12-17,97.6,2003,FALSE
BLD-05927,Pankow,13086,Gatower Str. 152,52.58638,13.446799,1973,Plattenbau,57,3327.5,9,Pitched,Prefab panel,Single-pane,Electric,2,None,None,None,Housing cooperative,F,2023-01-22,171.2,,FALSE
BLD-05928,Mitte,10119,Tempelhofer Damm 129,52.524394,13.38648,1950,Post-war,26,2370.8,9,Pitched,Prefab panel,Mixed,District heating,23,None,None,None,Municipal,G,2023-09-30,203.0,2017,FALSE
BLD-05929,Charlottenburg-Wilmersdorf,10589,Eberswalder Str. 91,52.491088,13.295173,1984,Plattenbau,5,485.8,3,Hip,Prefab panel,Mixed,Gas boiler,6,Partial,None,Partial,Housing cooperative,F,2020-09-14,173.7,2003,FALSE
BLD-05930,Pankow,10115,Torstr. 118,52.589109,13.395217,1898,Altbau,12,828.5,6,Flat,Concrete,Single-pane,Mixed,16,None,None,None,Housing cooperative,G,2022-01-31,241.9,2018,FALSE
BLD-05931,Tempelhof-Schöneberg,10777,Wrangelstr. 15,52.457296,13.393703,1990,Modern,13,1309.0,7,Hip,Concrete,Mixed,Gas boiler,12,None,Partial,None,Condominium,C,2020-12-04,94.1,2011,FALSE
BLD-05932,Marzahn-Hellersdorf,12623,Berliner Str. 1,52.54928,13.599192,2000,Modern,20,1855.6,8,Hip,Sandstone,Mixed,Gas boiler,28,None,None,None,Condominium,D,2018-07-09,103.5,2019,FALSE
BLD-05933,Neukölln,12057,Invalidenstraße 13,52.462371,13.419522,1975,Plattenbau,33,2266.9,2,Mansard,Prefab panel,Single-pane,Gas boiler,31,None,Full,None,Municipal,F,2019-12-14,177.1,2019,FALSE
BLD-05934,Steglitz-Zehlendorf,14169,Greifswalder Str. 44,52.450916,13.268068,1893,Altbau,42,2751.5,8,Flat,Render,Single-pane,Electric,5,None,None,Full,Condominium,G,2023-02-23,232.9,2017,FALSE
BLD-05935,Lichtenberg,10315,Wrangelstr. 30,52.516732,13.481766,1910,Altbau,29,2641.7,3,Mansard,Prefab panel,Mixed,Oil boiler,18,None,None,None,Housing cooperative,G,2022-05-23,221.6,,FALSE
BLD-05936,Reinickendorf,13409,Pappelallee 101,52.574829,13.340194,1982,1980s block,5,307.6,9,Mansard,Brick,Triple-pane,Oil boiler,28,Partial,Partial,None,Housing cooperative,E,2017-07-26,145.8,,FALSE
BLD-05937,Spandau,13581,Bergmannstr. 31,52.536225,13.235003,1887,Gründerzeit,58,5435.9,4,Hip,Brick,Single-pane,Electric,14,None,None,None,Private landlord,H,2023-02-18,257.6,,FALSE
BLD-05938,Pankow,13089,Innsbrucker Str. 101,52.555298,13.461849,1899,Altbau,57,3203.0,9,Mansard,Prefab panel,Single-pane,Heat pump,24,Partial,None,None,Corporate landlord,G,2022-02-16,238.8,2006,FALSE
BLD-05939,Tempelhof-Schöneberg,10777,Neuköllner Str. 2,52.461428,13.33199,1954,Post-war,7,741.2,3,Flat,Concrete,Single-pane,Gas boiler,35,Full,None,None,Housing cooperative,F,2020-05-13,183.6,,FALSE
BLD-05940,Charlottenburg-Wilmersdorf,10625,Marzahner Chaussee 121,52.509889,13.345645,1957,Post-war,16,1566.9,6,Mansard,Sandstone,Single-pane,Mixed,29,None,Partial,Full,Private landlord,G,2022-03-11,228.7,2001,FALSE
BLD-05941,Treptow-Köpenick,12559,Richardstr. 123,52.476305,13.491891,1916,Altbau,34,2443.8,5,Mansard,Brick,Single-pane,Oil boiler,34,None,None,Partial,Corporate landlord,G,2021-01-03,249.2,,FALSE
BLD-05942,Treptow-Köpenick,12557,Tempelhofer Damm 171,52.447062,13.536235,1958,Post-war,14,1145.5,8,Hip,Sandstone,Mixed,Gas boiler,15,Partial,None,None,Corporate landlord,G,2015-03-02,213.2,,FALSE
BLD-05943,Tempelhof-Schöneberg,12103,Brunsbütteler Damm 55,52.455685,13.337733,1950,Post-war,3,191.7,5,Mansard,Brick,Single-pane,Mixed,2,None,None,Partial,Condominium,G,2015-08-22,227.5,2013,FALSE
BLD-05944,Spandau,13587,Frankfurter Allee 68,52.515104,13.212055,1993,Modern,6,497.0,9,Hip,Concrete,Mixed,Gas boiler,3,None,Full,Partial,Corporate landlord,C,2015-08-09,98.0,2023,FALSE
BLD-05945,Charlottenburg-Wilmersdorf,10589,Mariendorfer Damm 62,52.506684,13.283533,1958,Post-war,10,784.5,5,Flat,Sandstone,Single-pane,District heating,19,None,None,None,Corporate landlord,F,2016-04-21,190.8,,FALSE
BLD-05946,Marzahn-Hellersdorf,12683,Innsbrucker Str. 34,52.548182,13.557713,1881,Gründerzeit,43,2622.5,7,Mansard,Sandstone,Single-pane,District heating,5,Full,Partial,Partial,Housing cooperative,H,2018-03-20,268.3,2006,FALSE
BLD-05947,Tempelhof-Schöneberg,12107,Hauptstr. 51,52.488839,13.368011,1881,Gründerzeit,8,459.8,2,Flat,Brick,Triple-pane,Electric,4,Partial,None,Partial,Condominium,H,2019-08-03,254.3,,FALSE
BLD-05948,Mitte,10117,Hauptstr. 111,52.530089,13.408498,1964,Plattenbau,16,1387.5,7,Hip,Prefab panel,Triple-pane,District heating,14,Partial,Partial,None,Corporate landlord,F,2021-11-12,195.6,2021,FALSE
BLD-05949,Mitte,10179,Schönhauser Allee 131,52.515405,13.410313,1890,Gründerzeit,43,3244.4,4,Mansard,Render,Triple-pane,Heat pump,7,None,Partial,None,Municipal,G,2016-10-26,238.4,2023,FALSE
BLD-05950,Pankow,13187,Lichtenberger Str. 135,52.580244,13.40272,1910,Gründerzeit,46,3460.7,9,Flat,Concrete,Triple-pane,Heat pump,31,None,None,Partial,Condominium,G,2018-06-06,245.7,,FALSE
BLD-05951,Tempelhof-Schöneberg,12105,Kolonnenstr. 27,52.477326,13.379423,1910,Gründerzeit,50,4572.6,3,Mansard,Render,Single-pane,Gas boiler,33,None,None,None,Housing cooperative,H,2021-02-23,257.0,,FALSE
BLD-05952,Mitte,10119,Brunsbütteler Damm 21,52.522335,13.417704,1985,1980s block,8,604.4,4,Flat,Render,Triple-pane,Electric,31,Partial,None,Partial,Housing cooperative,E,2016-04-03,156.5,,FALSE
BLD-05953,Pankow,13158,Marzahner Chaussee 80,52.570605,13.391765,1960,Plattenbau,40,2587.7,4,Pitched,Prefab panel,Single-pane,Gas boiler,22,None,Full,Full,Municipal,F,2022-06-30,178.0,2000,FALSE
BLD-05954,Pankow,13088,Sonnenallee 51,52.564762,13.392013,1959,Post-war,30,2935.0,5,Flat,Concrete,Triple-pane,Heat pump,27,None,None,None,Condominium,G,2021-11-08,221.9,,FALSE
BLD-05955,Pankow,13189,Brunsbütteler Damm 106,52.547916,13.461964,1977,1970s block,14,1250.2,9,Hip,Concrete,Single-pane,Electric,33,Partial,Partial,None,Housing cooperative,E,2021-10-02,138.3,1990,FALSE
BLD-05956,Neukölln,12053,Richardstr. 112,52.477941,13.45957,1965,Plattenbau,49,4584.6,3,Pitched,Prefab panel,Single-pane,Heat pump,17,None,None,Partial,Private landlord,G,2021-01-20,207.5,2010,FALSE
BLD-05957,Treptow-Köpenick,12459,Potsdamer Str. 71,52.486208,13.540132,1970,1970s block,5,521.2,6,Pitched,Render,Single-pane,Heat pump,24,Partial,Partial,None,Corporate landlord,E,2015-12-31,148.7,2015,FALSE
BLD-05958,Marzahn-Hellersdorf,12619,Hellersdorfer Str. 157,52.530646,13.568644,1981,Plattenbau,29,2827.5,3,Flat,Prefab panel,Double-pane,Mixed,31,None,Partial,Full,Private landlord,F,2018-05-24,188.9,2003,FALSE
BLD-05959,Friedrichshain-Kreuzberg,10969,Innsbrucker Str. 60,52.518125,13.469006,1985,Plattenbau,22,1535.8,3,Mansard,Prefab panel,Triple-pane,Gas boiler,28,None,None,None,Private landlord,F,2020-03-24,178.1,2006,FALSE
BLD-05960,Lichtenberg,10315,Hellersdorfer Str. 19,52.504968,13.534415,1988,1980s block,11,968.0,6,Hip,Brick,Triple-pane,Gas boiler,20,None,None,None,Housing cooperative,F,2022-12-07,198.4,,FALSE
BLD-05961,Pankow,10439,Eberswalder Str. 176,52.55176,13.463452,1986,1980s block,26,2236.6,7,Flat,Prefab panel,Double-pane,Electric,20,None,None,Partial,Corporate landlord,E,2019-09-16,145.5,2001,FALSE
BLD-05962,Reinickendorf,13437,Kastanienallee 48,52.569752,13.342843,1914,Altbau,21,1384.4,8,Flat,Sandstone,Single-pane,Electric,8,None,None,None,Private landlord,G,2019-09-30,222.4,,FALSE
BLD-05963,Marzahn-Hellersdorf,12685,Hellersdorfer Str. 27,52.539163,13.585584,1971,Plattenbau,5,318.1,5,Flat,Prefab panel,Double-pane,Mixed,22,Partial,Full,None,Corporate landlord,F,2015-11-20,176.3,2014,FALSE
BLD-05964,Friedrichshain-Kreuzberg,10243,Britzer Damm 75,52.506674,13.472557,1888,Gründerzeit,15,833.6,4,Hip,Brick,Double-pane,Oil boiler,26,None,None,None,Housing cooperative,H,2020-07-22,277.6,2010,FALSE
BLD-05965,Neukölln,12057,Frankfurter Allee 132,52.466622,13.410412,1913,Altbau,2,151.1,4,Pitched,Sandstone,Single-pane,District heating,11,None,Partial,None,Condominium,G,2018-04-06,216.7,,FALSE
BLD-05966,Pankow,13187,Richardstr. 84,52.581006,13.43798,1975,1970s block,28,2284.5,2,Pitched,Sandstone,Single-pane,Mixed,27,None,Partial,Partial,Private landlord,E,2020-05-28,148.1,,FALSE
BLD-05967,Treptow-Köpenick,12487,Mariendorfer Damm 8,52.487958,13.57757,1983,1980s block,26,1995.5,7,Mansard,Sandstone,Double-pane,Mixed,20,Partial,None,None,Corporate landlord,E,2017-06-11,137.7,1994,FALSE
BLD-05968,Marzahn-Hellersdorf,12679,Karl-Marx-Str. 76,52.549839,13.542878,1902,Gründerzeit,48,2833.3,3,Flat,Concrete,Single-pane,Gas boiler,9,None,Full,Partial,Housing cooperative,H,2019-09-28,260.6,,FALSE
BLD-05969,Spandau,13597,Rummelsburger Str. 14,52.546802,13.22452,1998,Modern,4,378.7,2,Mansard,Brick,Double-pane,Electric,1,Full,Full,Partial,Condominium,C,2018-04-26,88.9,2001,FALSE
BLD-05970,Tempelhof-Schöneberg,10779,Mariendorfer Damm 135,52.473955,13.339615,2005,Modern,17,1747.7,4,Hip,Mixed,Mixed,Electric,16,Partial,Partial,None,Condominium,C,2018-04-05,91.3,2012,FALSE
BLD-05971,Friedrichshain-Kreuzberg,10245,Potsdamer Str. 116,52.518606,13.463462,1967,Plattenbau,43,4588.2,9,Pitched,Prefab panel,Single-pane,Electric,16,Full,Partial,Full,Corporate landlord,F,2020-03-23,196.1,2002,FALSE
BLD-05972,Treptow-Köpenick,12557,Neuköllner Str. 116,52.475997,13.520939,1971,1970s block,3,170.2,8,Flat,Render,Double-pane,Heat pump,9,None,None,None,Corporate landlord,F,2019-09-24,167.5,,FALSE
BLD-05973,Lichtenberg,13053,Greifswalder Str. 34,52.515083,13.532368,1979,1970s block,13,1089.9,4,Flat,Brick,Single-pane,Gas boiler,30,None,Partial,Full,Housing cooperative,F,2021-08-25,160.1,1990,FALSE
BLD-05974,Mitte,10179,Innsbrucker Str. 153,52.526158,13.393459,1908,Altbau,50,4849.1,3,Mansard,Mixed,Single-pane,District heating,17,Partial,Partial,None,Housing cooperative,H,2017-01-19,252.4,,FALSE
BLD-05975,Tempelhof-Schöneberg,12105,Invalidenstraße 24,52.485997,13.353517,1903,Altbau,13,1136.7,3,Mansard,Concrete,Mixed,Mixed,2,None,Partial,None,Condominium,H,2015-04-14,264.7,2016,FALSE
